Entry	Entry name	Gene names	Ensembl transcript
Q96P20	NLRP3_HUMAN	NLRP3 C1orf7 CIAS1 NALP3 PYPAF1	ENST00000336119 [Q96P20-1];ENST00000348069 [Q96P20-2];ENST00000366496 [Q96P20-5];ENST00000366497 [Q96P20-5];ENST00000391827 [Q96P20-4];ENST00000391828 [Q96P20-1];
Q8NA29	NLS1_HUMAN	MFSD2A MFSD2 NLS1 HMFN0656 PP9177 UNQ300/PRO341	ENST00000372809 [Q8NA29-1];ENST00000372811 [Q8NA29-2];
P22307	NLTP_HUMAN	SCP2	ENST00000371509 [P22307-7];ENST00000371513 [P22307-3];ENST00000371514 [P22307-1];ENST00000407246 [P22307-8];ENST00000408941 [P22307-5];ENST00000430330 [P22307-6];ENST00000435345 [P22307-2];ENST00000488965 [P22307-5];ENST00000528311 [P22307-4];
Q12879	NMDE1_HUMAN	GRIN2A NMDAR2A	ENST00000330684 [Q12879-1];ENST00000396573 [Q12879-1];ENST00000562109 [Q12879-2];
Q14957	NMDE3_HUMAN	GRIN2C NMDAR2C	ENST00000293190;
Q05586	NMDZ1_HUMAN	GRIN1 NMDAR1	ENST00000371546 [Q05586-5];ENST00000371550 [Q05586-3];ENST00000371553 [Q05586-6];ENST00000371559 [Q05586-2];ENST00000371560 [Q05586-7];ENST00000371561 [Q05586-1];
Q9HAN9	NMNA1_HUMAN	NMNAT1 NMNAT	ENST00000377205;ENST00000462686;
O60551	NMT2_HUMAN	NMT2	ENST00000378165;
Q9BZE4	NOG1_HUMAN	GTPBP4 CRFG NOG1	ENST00000360803 [Q9BZE4-1];
Q13823	NOG2_HUMAN	GNL2 NGP1	ENST00000373062;
O60936	NOL3_HUMAN	NOL3 ARC NOP	ENST00000268605 [O60936-2];ENST00000564053 [O60936-3];ENST00000568146 [O60936-1];
Q14978	NOLC1_HUMAN	NOLC1 KIAA0035 NS5ATP13	ENST00000405356 [Q14978-2];ENST00000488254 [Q14978-3];ENST00000605788 [Q14978-1];
Q5C9Z4	NOM1_HUMAN	NOM1 C7orf3	ENST00000275820;
O00567	NOP56_HUMAN	NOP56 NOL5A	ENST00000329276;
Q6J4K2	NCLX_HUMAN	SLC8B1 NCKX6 NCLX SLC24A6	ENST00000202831 [Q6J4K2-1];ENST00000546737 [Q6J4K2-2];ENST00000552014 [Q6J4K2-1];
Q13772	NCOA4_HUMAN	NCOA4 ARA70 ELE1 RFG	ENST00000578454 [Q13772-4];ENST00000579039 [Q13772-3];ENST00000581486 [Q13772-1];ENST00000583565 [Q13772-1];ENST00000585132 [Q13772-1];
O76036	NCTR1_HUMAN	NCR1 LY94	ENST00000350790 [O76036-3];ENST00000357397 [O76036-5];ENST00000610621 [O76036-1];ENST00000610753 [O76036-3];ENST00000611098 [O76036-5];ENST00000611105 [O76036-3];ENST00000611561 [O76036-1];ENST00000611942 [O76036-2];ENST00000612239 [O76036-6];ENST00000612384 [O76036-3];ENST00000612403 [O76036-1];ENST00000612577 [O76036-3];ENST00000612645 [O76036-3];ENST00000612896 [O76036-1];ENST00000613135 [O76036-5];ENST00000613294 [O76036-5];ENST00000613556 [O76036-5];ENST00000613768 [O76036-5];ENST00000614638 [O76036-2];ENST00000615207 [O76036-5];ENST00000615622 [O76036-1];ENST00000615651 [O76036-5];ENST00000615717 [O76036-1];ENST00000616307 [O76036-1];ENST00000616677 [O76036-5];ENST00000617145 [O76036-3];ENST00000617154 [O76036-1];ENST00000617304 [O76036-2];ENST00000617784 [O76036-1];ENST00000617861 [O76036-2];ENST00000617973 [O76036-2];ENST00000618973 [O76036-2];ENST00000619067 [O76036-1];ENST00000619077 [O76036-1];ENST00000619451 [O76036-6];ENST00000619679 [O76036-2];ENST00000620180 [O76036-3];ENST00000620296 [O76036-2];ENST00000620757 [O76036-2];ENST00000620921 [O76036-3];ENST00000621059 [O76036-4];ENST00000621164 [O76036-5];ENST00000621652 [O76036-4];ENST00000621792 [O76036-1];ENST00000622270 [O76036-3];ENST00000639155 [O76036-5];ENST00000640377 [O76036-5];ENST00000640753 [O76036-3];ENST00000640987 [O76036-3];
O00746	NDKM_HUMAN	NME4 NM23D	ENST00000219479 [O00746-1];ENST00000397722 [O00746-2];ENST00000450036 [O00746-2];ENST00000620944 [O00746-2];
P52849	NDST2_HUMAN	NDST2 HSST2	ENST00000299641 [P52849-1];ENST00000309979 [P52849-1];
O95803	NDST3_HUMAN	NDST3 HSST3 UNQ2544/PRO4998	ENST00000296499 [O95803-1];
Q9P032	NDUF4_HUMAN	NDUFAF4 C6orf66 HRPAP20 HSPC125 My013	ENST00000316149;
Q5TEU4	NDUF5_HUMAN	NDUFAF5 C20orf7	ENST00000378106 [Q5TEU4-1];ENST00000463598 [Q5TEU4-2];
Q86SG6	NEK8_HUMAN	NEK8 JCK NEK12A	ENST00000268766;
Q8WX92	NELFB_HUMAN	NELFB COBRA1 KIAA1182	ENST00000634710;
Q8N9A8	NEPR1_HUMAN	CNEP1R1 C16orf69 TMEM188	ENST00000427478 [Q8N9A8-1];ENST00000458059 [Q8N9A8-2];ENST00000565457 [Q8N9A8-1];ENST00000566482 [Q8N9A8-3];ENST00000568890 [Q8N9A8-3];
P48681	NEST_HUMAN	NES Nbla00170	ENST00000368223;
Q16236	NF2L2_HUMAN	NFE2L2 NRF2	ENST00000397062 [Q16236-1];ENST00000397063 [Q16236-2];ENST00000446151 [Q16236-3];ENST00000464747 [Q16236-2];
O95644	NFAC1_HUMAN	NFATC1 NFAT2 NFATC	ENST00000253506 [O95644-4];ENST00000318065 [O95644-5];ENST00000329101 [O95644-6];ENST00000397790 [O95644-17];ENST00000427363 [O95644-1];ENST00000542384 [O95644-10];ENST00000586434 [O95644-11];ENST00000591814 [O95644-2];ENST00000592223 [O95644-3];
Q13469	NFAC2_HUMAN	NFATC2 NFAT1 NFATP	ENST00000371564 [Q13469-2];ENST00000396009 [Q13469-1];ENST00000414705 [Q13469-3];ENST00000609507 [Q13469-5];ENST00000609943 [Q13469-4];ENST00000610033 [Q13469-5];
O94856	NFASC_HUMAN	NFASC KIAA0756	ENST00000339876 [O94856-9];ENST00000360049 [O94856-3];ENST00000401399 [O94856-9];ENST00000403080 [O94856-2];ENST00000404076 [O94856-10];ENST00000404907 [O94856-8];ENST00000513543 [O94856-3];ENST00000539706 [O94856-8];
P08651	NFIC_HUMAN	NFIC NFI	ENST00000341919 [P08651-5];ENST00000395111 [P08651-3];ENST00000443272 [P08651-1];ENST00000586919 [P08651-4];ENST00000589123 [P08651-2];ENST00000590282 [P08651-6];
Q6P4R8	NFRKB_HUMAN	NFRKB INO80G	ENST00000446488 [Q6P4R8-1];ENST00000524746 [Q6P4R8-1];ENST00000524794 [Q6P4R8-2];
Q12986	NFX1_HUMAN	NFX1 NFX2	ENST00000318524 [Q12986-3];ENST00000379540 [Q12986-1];
Q96E22	NGBR_HUMAN	NUS1 C6orf68 NGBR	ENST00000368494;
Q9NPG2	NGB_HUMAN	NGB	ENST00000298352;
Q96IV0	NGLY1_HUMAN	NGLY1 PNG1	ENST00000280700 [Q96IV0-1];ENST00000396649 [Q96IV0-3];ENST00000417874 [Q96IV0-5];ENST00000428257 [Q96IV0-2];
Q9Y4Z2	NGN3_HUMAN	NEUROG3 ATOH5 BHLHA7 NGN3	ENST00000242462;
Q6VVB1	NHLC1_HUMAN	NHLRC1 EPM2B	ENST00000340650;
Q9NX24	NHP2_HUMAN	NHP2 NOLA2 HSPC286	ENST00000274606;
P14543	NID1_HUMAN	NID1 NID	ENST00000264187 [P14543-1];ENST00000366595 [P14543-2];
Q9GZT8	NIF3L_HUMAN	NIF3L1 ALS2CR1 MDS015 My018	ENST00000359683 [Q9GZT8-2];ENST00000409020 [Q9GZT8-1];ENST00000409357 [Q9GZT8-1];ENST00000409588 [Q9GZT8-3];
Q9NQR4	NIT2_HUMAN	NIT2 CUA002	ENST00000394140;
Q9NZ94	NLGN3_HUMAN	NLGN3 KIAA1480 NL3	ENST00000358741 [Q9NZ94-1];ENST00000374051 [Q9NZ94-2];ENST00000536169 [Q9NZ94-3];
Q86WI3	NLRC5_HUMAN	NLRC5 NOD27 NOD4	ENST00000262510 [Q86WI3-1];ENST00000436936 [Q86WI3-1];ENST00000539144 [Q86WI3-4];ENST00000539881 [Q86WI3-3];
Q9C000	NLRP1_HUMAN	NLRP1 CARD7 DEFCAP KIAA0926 NAC NALP1	ENST00000262467 [Q9C000-5];ENST00000269280 [Q9C000-2];ENST00000345221 [Q9C000-2];ENST00000354411 [Q9C000-4];ENST00000544378 [Q9C000-5];ENST00000571451 [Q9C000-2];ENST00000572272 [Q9C000-1];ENST00000577119 [Q9C000-3];ENST00000613500 [Q9C000-5];ENST00000617618 [Q9C000-1];ENST00000619223 [Q9C000-4];
Q86UT6	NLRX1_HUMAN	NLRX1 NOD26 NOD5 NOD9	ENST00000292199 [Q86UT6-1];ENST00000409109 [Q86UT6-1];ENST00000409265 [Q86UT6-1];ENST00000409991 [Q86UT6-1];ENST00000525863 [Q86UT6-2];
Q96D46	NMD3_HUMAN	NMD3 CGI-07	ENST00000351193;ENST00000460469;
Q96T66	NMNA3_HUMAN	NMNAT3 FKSG76	ENST00000296202 [Q96T66-1];ENST00000339837 [Q96T66-2];ENST00000413939 [Q96T66-3];
Q9HBL8	NMRL1_HUMAN	NMRAL1 HSCARG	ENST00000283429;ENST00000404295;ENST00000574425;ENST00000574733;ENST00000616587;ENST00000621810;ENST00000632013;ENST00000633085;
P30419	NMT1_HUMAN	NMT1 NMT	ENST00000258960 [P30419-1];ENST00000592782 [P30419-1];
Q8NCW5	NNRE_HUMAN	NAXE AIBP APOA1BP YJEFN1	ENST00000368235 [Q8NCW5-1];
Q99784	NOE1_HUMAN	OLFM1 NOE1 NOEL1	ENST00000252854 [Q99784-3];ENST00000277415 [Q99784-4];ENST00000371793 [Q99784-1];ENST00000371796 [Q99784-5];ENST00000392991 [Q99784-2];
Q9NPE3	NOP10_HUMAN	NOP10 NOLA3	ENST00000328848;
Q9Y2X3	NOP58_HUMAN	NOP58 NOL5 NOP5 HSPC120	ENST00000264279;
Q6P988	NOTUM_HUMAN	NOTUM OK/SW-CL.30	ENST00000409678;
Q86UR1	NOXA1_HUMAN	NOXA1 P51NOX	ENST00000341349 [Q86UR1-2];ENST00000392815 [Q86UR1-3];
Q8IXF0	NPAS3_HUMAN	NPAS3 BHLHE12 MOP6 PASD6	ENST00000346562 [Q8IXF0-4];ENST00000356141 [Q8IXF0-1];ENST00000357798 [Q8IXF0-3];ENST00000547068 [Q8IXF0-5];ENST00000548645 [Q8IXF0-2];
P06748	NPM_HUMAN	NPM1 NPM	ENST00000296930 [P06748-1];ENST00000351986 [P06748-2];ENST00000393820 [P06748-3];ENST00000517671 [P06748-1];
Q14916	NPT1_HUMAN	SLC17A1 NPT1	ENST00000244527 [Q14916-1];ENST00000468082 [Q14916-2];ENST00000476801 [Q14916-1];
Q14994	NR1I3_HUMAN	NR1I3 CAR	ENST00000367979 [Q14994-8];ENST00000367980 [Q14994-8];ENST00000367981 [Q14994-6];ENST00000367982 [Q14994-1];ENST00000367983 [Q14994-2];ENST00000367984 [Q14994-7];ENST00000367985 [Q14994-3];ENST00000412844 [Q14994-11];ENST00000428574 [Q14994-13];ENST00000437437 [Q14994-9];ENST00000442691 [Q14994-12];ENST00000504010 [Q14994-4];ENST00000505005 [Q14994-15];ENST00000508740 [Q14994-10];ENST00000511676 [Q14994-5];ENST00000512372 [Q14994-16];
Q86VF7	NRAP_HUMAN	NRAP	ENST00000359988 [Q86VF7-1];ENST00000360478 [Q86VF7-4];ENST00000369360 [Q86VF7-3];
Q7Z2Y5	NRK_HUMAN	NRK	ENST00000243300 [Q7Z2Y5-1];ENST00000536164 [Q7Z2Y5-3];
Q9Y6Y0	NS1BP_HUMAN	IVNS1ABP ARA3 FLARA3 KIAA0850 NS1 NS1BP HSPC068	ENST00000367498;
Q9BZ95	NSD3_HUMAN	NSD3 WHSC1L1 DC28	ENST00000316985 [Q9BZ95-3];ENST00000317025 [Q9BZ95-1];ENST00000433384 [Q9BZ95-2];ENST00000527502 [Q9BZ95-5];
O60906	NSMA_HUMAN	SMPD2	ENST00000258052;
Q8TCD5	NT5C_HUMAN	NT5C DNT1 UMPH2	ENST00000245552 [Q8TCD5-1];ENST00000580758 [Q8TCD5-2];
Q96HA8	NTAQ1_HUMAN	WDYHV1 C8orf32 NTAQ1	ENST00000287387 [Q96HA8-1];ENST00000523984 [Q96HA8-2];
P34130	NTF4_HUMAN	NTF4 NTF5	ENST00000593537;
Q9BV86	NTM1A_HUMAN	NTMT1 C9orf32 METTL11A NRMT NRMT1 AD-003	ENST00000372480 [Q9BV86-1];ENST00000372481 [Q9BV86-2];ENST00000372483 [Q9BV86-1];ENST00000372486 [Q9BV86-1];ENST00000611055 [Q9BV86-1];ENST00000613644 [Q9BV86-1];
Q96EK9	KTI12_HUMAN	KTI12 SBBI81	ENST00000371614;
A0A087WSZ0	KVD08_HUMAN	IGKV1D-8	ENST00000471857;
A0A0C4DH25	KVD20_HUMAN	IGKV3D-20	ENST00000390270;
P04432	KVD39_HUMAN	IGKV1D-39	ENST00000448155;
A6NMS7	L37A1_HUMAN	LRRC37A LRRC37A1	ENST00000320254;
O60309	L37A3_HUMAN	LRRC37A3 KIAA0563	ENST00000319651;ENST00000584306;
Q5TA77	LCE3B_HUMAN	LCE3B LEP14	ENST00000335633;
Q96L11	LCFC1_HUMAN	LLCFC1 C7orf34	ENST00000409607;ENST00000458732;
Q96DT0	LEG12_HUMAN	LGALS12 GRIP1	ENST00000255684 [Q96DT0-3];ENST00000340246 [Q96DT0-7];ENST00000394618 [Q96DT0-1];ENST00000415491 [Q96DT0-2];ENST00000425950 [Q96DT0-4];
Q6P5S2	LEG1H_HUMAN	LEG1 C6orf58	ENST00000329722;
Q5TDP6	LGSN_HUMAN	LGSN GLULD1 LGS	ENST00000370657 [Q5TDP6-1];ENST00000370658 [Q5TDP6-2];ENST00000622415 [Q5TDP6-3];
Q7Z7J7	LHPL4_HUMAN	LHFPL4	ENST00000287585;
Q8TAF8	LHPL5_HUMAN	LHFPL5 TMHS	ENST00000360215;
Q9H2C1	LHX5_HUMAN	LHX5	ENST00000261731;
Q9UPM6	LHX6_HUMAN	LHX6 LHX6.1	ENST00000340587 [Q9UPM6-4];ENST00000373754 [Q9UPM6-2];ENST00000373755 [Q9UPM6-1];ENST00000394319 [Q9UPM6-3];ENST00000541397 [Q9UPM6-5];ENST00000559895 [Q9UPM6-6];
Q9NQ69	LHX9_HUMAN	LHX9	ENST00000367387 [Q9NQ69-1];ENST00000367390 [Q9NQ69-2];ENST00000367391 [Q9NQ69-3];
Q6ZQX7	LIAT1_HUMAN	LIAT1 C17orf97	ENST00000360127 [Q6ZQX7-4];ENST00000639297 [Q6ZQX7-4];
Q8N448	LNX2_HUMAN	LNX2 PDZRN1	ENST00000316334;
Q9BQK8	LPIN3_HUMAN	LPIN3 LIPN3L	ENST00000373257 [Q9BQK8-1];ENST00000632009 [Q9BQK8-2];
A6NIK2	LR10B_HUMAN	LRRC10B	ENST00000378075;
Q96QE4	LR37B_HUMAN	LRRC37B	ENST00000341671 [Q96QE4-1];ENST00000394713 [Q96QE4-1];
Q5SZI1	LRAD2_HUMAN	LDLRAD2	ENST00000344642;ENST00000543870;
Q8N456	LRC18_HUMAN	LRRC18 UNQ9338/PRO34010	ENST00000374160 [Q8N456-1];
Q53EV4	LRC23_HUMAN	LRRC23 LRPB7	ENST00000007969 [Q53EV4-1];ENST00000323702 [Q53EV4-2];ENST00000443597 [Q53EV4-1];
Q50LG9	LRC24_HUMAN	LRRC24	ENST00000529415;
Q86X40	LRC28_HUMAN	LRRC28 UNQ436/PRO867	ENST00000301981 [Q86X40-1];ENST00000447360 [Q86X40-2];
A6NM36	LRC30_HUMAN	LRRC30	ENST00000383467;
Q6UY01	LRC31_HUMAN	LRRC31 UNQ9367/PRO34156	ENST00000264676 [Q6UY01-2];ENST00000316428 [Q6UY01-1];ENST00000523069 [Q6UY01-4];
Q5VT99	LRC38_HUMAN	LRRC38	ENST00000376085;
Q8N7C0	LRC52_HUMAN	LRRC52	ENST00000294818;
Q96CX6	LRC58_HUMAN	LRRC58	ENST00000295628;
Q9BTN0	LRFN3_HUMAN	LRFN3 SALM4 UNQ5865/PRO34192	ENST00000246529;ENST00000588831;
Q6PJG9	LRFN4_HUMAN	LRFN4 SALM3	ENST00000309602;
Q96NI6	LRFN5_HUMAN	LRFN5 C14orf146 SALM5	ENST00000298119;
Q86VZ4	LRP11_HUMAN	LRP11	ENST00000239367 [Q86VZ4-1];
Q9NZR2	LRP1B_HUMAN	LRP1B LRPDIT	ENST00000389484;
Q7Z2Q7	LRR70_HUMAN	LRRC70 UNQ1891/PRO4337	ENST00000334994;
Q9BYS8	LRRC2_HUMAN	LRRC2	ENST00000296144;ENST00000395905;
Q6ZRR7	LRRC9_HUMAN	LRRC9	ENST00000254271 [Q6ZRR7-2];ENST00000445360 [Q6ZRR7-1];
Q86VH4	LRRT4_HUMAN	LRRTM4 UNQ3075/PRO9907	ENST00000409088 [Q86VH4-2];ENST00000409093 [Q86VH4-1];ENST00000409884 [Q86VH4-1];
Q13449	LSAMP_HUMAN	LSAMP IGLON3 LAMP	ENST00000490035;
Q9H8H3	MET7A_HUMAN	METTL7A PRO0066 UNQ1902/PRO4348	ENST00000332160;ENST00000547104;ENST00000548553;
Q8N3J2	METL4_HUMAN	METTL4	ENST00000574538;
Q9H1A3	METL9_HUMAN	METTL9 DREV CGI-81	ENST00000358154 [Q9H1A3-1];ENST00000396014 [Q9H1A3-2];ENST00000638803 [Q9H1A3-2];ENST00000640479 [Q9H1A3-1];
Q9UJH8	METRN_HUMAN	METRN C16orf23 RJD6	ENST00000568223;
P55001	MFAP2_HUMAN	MFAP2 MAGP1	ENST00000375534 [P55001-2];ENST00000375535 [P55001-1];
Q9H081	MIS12_HUMAN	MIS12	ENST00000381165;ENST00000573759;ENST00000611091;
Q6NVV0	MKRN5_HUMAN	MKRN9P MKRN5 MKRN9 MKRNP6 RNF65 ZNF127L3	
Q96BX8	MOB3A_HUMAN	MOB3A MOBKL2A	ENST00000357066;ENST00000592280;
Q9Y605	MOFA1_HUMAN	MRFAP1 PAM14 PGR1	ENST00000320912;ENST00000382581;ENST00000507420;
Q96PD6	MOGT1_HUMAN	MOGAT1 DC2 DGAT2L1	ENST00000446656;
Q7Z3U7	MON2_HUMAN	MON2 KIAA1040 SF21	ENST00000393629 [Q7Z3U7-5];ENST00000393630 [Q7Z3U7-1];ENST00000546600 [Q7Z3U7-2];ENST00000552738 [Q7Z3U7-6];
Q6PF18	MORN3_HUMAN	MORN3	ENST00000355329 [Q6PF18-1];ENST00000392462 [Q6PF18-2];ENST00000542364 [Q6PF18-2];
Q5VZ52	MORN5_HUMAN	MORN5 C9orf113 C9orf18	ENST00000373764 [Q5VZ52-1];
Q9NRJ1	MOST1_HUMAN	C8orf17	
O95907	MOT3_HUMAN	SLC16A8 MCT3	ENST00000320521;
Q6UVY6	MOXD1_HUMAN	MOXD1 MOX UNQ2493/PRO5780	ENST00000336749 [Q6UVY6-2];ENST00000367963 [Q6UVY6-1];
O95563	MPC2_HUMAN	MPC2 BRP44	ENST00000271373;ENST00000367846;
Q13368	MPP3_HUMAN	MPP3 DLG3	ENST00000398389;
Q96JB8	MPP4_HUMAN	MPP4 ALS2CR5 DLG6	ENST00000315506 [Q96JB8-2];ENST00000409474 [Q96JB8-1];
Q99550	MPP9_HUMAN	MPHOSPH9 MPP9	ENST00000606320 [Q99550-1];
O75439	MPPB_HUMAN	PMPCB MPPB	ENST00000249269;
A8MV57	MPTX_HUMAN	MPTX1 MPTX	
O75352	MPU1_HUMAN	MPDU1	ENST00000250124 [O75352-1];ENST00000423172 [O75352-2];
O60682	MUSC_HUMAN	MSC ABF1 BHLHA22	ENST00000325509;
Q8N9H8	MUT7_HUMAN	EXD3 HBE269	ENST00000340951 [Q8N9H8-1];ENST00000479452 [Q8N9H8-4];
P12524	MYCL_HUMAN	MYCL BHLHE38 LMYC MYCL1	ENST00000372815 [P12524-2];ENST00000372816 [P12524-1];ENST00000397332 [P12524-3];
Q9P2K5	MYEF2_HUMAN	MYEF2 KIAA1341	ENST00000561151 [Q9P2K5-4];ENST00000561351 [Q9P2K5-4];
Q9HB07	MYG1_HUMAN	C12orf10	ENST00000267103;
Q9Y2K3	MYH15_HUMAN	MYH15 KIAA1000	ENST00000273353;
P05976	MYL1_HUMAN	MYL1	ENST00000341685 [P05976-2];ENST00000352451 [P05976-1];
Q86YV6	MYLK4_HUMAN	MYLK4 SGK085	ENST00000274643 [Q86YV6-1];
A0A1B0GTQ4	MYMX_HUMAN	MYMX	ENST00000573382;ENST00000576476;
Q9NP98	MYOZ1_HUMAN	MYOZ1 MYOZ	ENST00000359322;
Q14324	MYPC2_HUMAN	MYBPC2 MYBPCF	ENST00000357701;
Q86VE0	MYPOP_HUMAN	MYPOP P42POP	ENST00000322217;
Q6P582	MZT2A_HUMAN	MZT2A FAM128A MOZART2A	ENST00000309451;
Q9UHQ1	NARF_HUMAN	NARF	ENST00000309794 [Q9UHQ1-1];ENST00000345415 [Q9UHQ1-3];ENST00000390006 [Q9UHQ1-4];
Q9BTE0	NAT9_HUMAN	NAT9 EBS	ENST00000357814 [Q9BTE0-1];ENST00000580301 [Q9BTE0-2];
Q6IPT4	NB5R5_HUMAN	CYB5RL	ENST00000287899 [Q6IPT4-4];ENST00000534324 [Q6IPT4-1];
Q8NFP9	NBEA_HUMAN	NBEA BCL8B KIAA1544 LYST2	ENST00000379922 [Q8NFP9-2];ENST00000400445 [Q8NFP9-1];ENST00000537702 [Q8NFP9-3];
Q86XG9	NBPF5_HUMAN	NBPF5P NBPF5	
Q5VWK0	NBPF6_HUMAN	NBPF6	ENST00000370040 [Q5VWK0-2];ENST00000495380 [Q5VWK0-1];
Q3BBV2	NBPF8_HUMAN	NBPF8 NBPF8P	
Q6P3W6	NBPFA_HUMAN	NBPF10	
Q5TAG4	NBPFC_HUMAN	NBPF12 COAS1 KIAA1245	
Q8N660	NBPFF_HUMAN	NBPF15 NBPF16	ENST00000488031;ENST00000577412;ENST00000581897;
A0A087WUL8	NBPFJ_HUMAN	NBPF19	ENST00000621744;
O15453	NBR2_HUMAN	NBR2	
Q8NCQ3	NC301_HUMAN	LINC00301 C11orf64 NCRNA00301	
O14513	NCKP5_HUMAN	NCKAP5 ERIH NAP5	ENST00000409213 [O14513-2];ENST00000409261 [O14513-1];
Q9HCD5	NCOA5_HUMAN	NCOA5 KIAA1637	ENST00000290231;
A6NHZ5	LR14B_HUMAN	LRRC14B	ENST00000328278;
Q0VAA2	LR74A_HUMAN	LRRC74A C14orf166B LRRC74	ENST00000393774 [Q0VAA2-1];
Q15048	LRC14_HUMAN	LRRC14 KIAA0014	ENST00000292524;ENST00000529022;
Q8N386	LRC25_HUMAN	LRRC25 MAPA UNQ6169/PRO20174	ENST00000339007;ENST00000595840;
Q96PB8	LRC3B_HUMAN	LRRC3B LRP15 UNQ195/PRO221	ENST00000396641;ENST00000417744;ENST00000456208;
Q15345	LRC41_HUMAN	LRRC41 MUF1 PP7759	ENST00000343304 [Q15345-2];ENST00000617190 [Q15345-2];
Q96CN5	LRC45_HUMAN	LRRC45	ENST00000306688;
Q96FV0	LRC46_HUMAN	LRRC46	ENST00000269025;
Q5JTD7	LRC73_HUMAN	LRRC73 C6orf154	ENST00000372441;
Q96M69	LRGUK_HUMAN	LRGUK	ENST00000285928;
O94898	LRIG2_HUMAN	LRIG2 KIAA0806 LIG2	ENST00000361127;
A6PVS8	LRIQ3_HUMAN	LRRIQ3 LRRC44	ENST00000354431 [A6PVS8-1];ENST00000370911 [A6PVS8-3];ENST00000395089 [A6PVS8-1];ENST00000415760 [A6PVS8-2];
Q9H2I8	LRMDA_HUMAN	LRMDA C10orf11 CDA017	ENST00000372499;
Q7Z4F1	LRP10_HUMAN	LRP10 MSTP087 SP220 UNQ389/PRO724	ENST00000359591 [Q7Z4F1-1];ENST00000546834 [Q7Z4F1-2];
Q6UXK5	LRRN1_HUMAN	LRRN1 KIAA1497 Nbla10449 UNQ693/PRO1338	ENST00000319331;
P83369	LSM11_HUMAN	LSM11	ENST00000286307;
Q6UX82	LYPD8_HUMAN	LYPD8 UNQ511/PRO1026	ENST00000590317;
Q5VWZ2	LYPL1_HUMAN	LYPLAL1	ENST00000366927 [Q5VWZ2-2];ENST00000366928 [Q5VWZ2-1];
Q7Z3D4	LYSM3_HUMAN	LYSMD3	ENST00000315948 [Q7Z3D4-1];ENST00000500869 [Q7Z3D4-3];ENST00000509384 [Q7Z3D4-2];
Q8TC57	M1AP_HUMAN	M1AP C2orf65 SPATA37	ENST00000290536 [Q8TC57-1];ENST00000409585 [Q8TC57-4];ENST00000536235 [Q8TC57-4];
Q96PG2	M4A10_HUMAN	MS4A10 CD20L7 MS4A9	ENST00000308287;
Q5J8X5	M4A13_HUMAN	MS4A13	ENST00000378185 [Q5J8X5-2];ENST00000378186 [Q5J8X5-1];ENST00000437058 [Q5J8X5-3];
Q8N5U1	M4A15_HUMAN	MS4A15	ENST00000337911 [Q8N5U1-2];ENST00000405633 [Q8N5U1-1];ENST00000528170 [Q8N5U1-3];
Q96DS6	M4A6E_HUMAN	MS4A6E	ENST00000300182;
A6NCF6	MA13P_HUMAN	MAGEA13P	
Q3KQU3	MA7D1_HUMAN	MAP7D1 KIAA1187 PARCC1 RPRC1 PP2464	ENST00000316156 [Q3KQU3-2];ENST00000373150 [Q3KQU3-4];ENST00000373151 [Q3KQU3-1];
Q14582	MAD4_HUMAN	MXD4 BHLHC12 MAD4	ENST00000337190;
Q8WZ33	MAFIP_HUMAN	MAFIP MIP PP5644	
P43359	MAGA5_HUMAN	MAGEA5 MAGE5	
P43363	MAGAA_HUMAN	MAGEA10 MAGE10	ENST00000244096;ENST00000370323;
P43365	MAGAC_HUMAN	MAGEA12 MAGE12	ENST00000357916;ENST00000393869;ENST00000393900;
O15480	MAGB3_HUMAN	MAGEB3	ENST00000361644;ENST00000620842;
Q8N7X4	MAGB6_HUMAN	MAGEB6	ENST00000379034;
Q9HAY2	MAGF1_HUMAN	MAGEF1	ENST00000317897;
Q9P2E8	MARH4_HUMAN	MARCH4 KIAA1399 RNF174	ENST00000273067;
C9JLW8	MCRI1_HUMAN	MCRIP1 FAM195B GRAN2	ENST00000455127;ENST00000538396;ENST00000574190;ENST00000576730;
Q9Y303	NAGA_HUMAN	AMDHD2 CGI-14	ENST00000293971 [Q9Y303-1];ENST00000302956 [Q9Y303-2];ENST00000413459 [Q9Y303-3];
Q6NSW7	NANP8_HUMAN	NANOGP8	
Q15784	NDF2_HUMAN	NEUROD2 BHLHA1 NDRF	ENST00000302584;
Q13232	NDK3_HUMAN	NME3	ENST00000219302;
P56597	NDK5_HUMAN	NME5	ENST00000265191;
O43674	NDUB5_HUMAN	NDUFB5	ENST00000259037 [O43674-1];ENST00000493866 [O43674-2];
E9PQ53	NDUCR_HUMAN	NDUFC2-KCTD14	ENST00000530054 [E9PQ53-1];
Q9BU61	NDUF3_HUMAN	NDUFAF3 C3orf60	ENST00000326912 [Q9BU61-2];ENST00000326925 [Q9BU61-1];ENST00000395458 [Q9BU61-2];ENST00000451378 [Q9BU61-2];
O43920	NDUS5_HUMAN	NDUFS5	ENST00000372967;ENST00000372969;
P56181	NDUV3_HUMAN	NDUFV3	ENST00000340344 [P56181-1];ENST00000354250 [P56181-2];
Q99608	NECD_HUMAN	NDN	ENST00000331837;
O14524	NEMP1_HUMAN	NEMP1 KIAA0286 TMEM194 TMEM194A	ENST00000300128 [O14524-1];ENST00000379391 [O14524-2];
